(826,766,1)
(373,202,3)
(139,772,6)
(432,215,4)
(393,604,3)
(374,3,4)
(223,912,3)
(208,495,4)
(276,103,2)
(829,609,6)
(52,629,3)
(501,39,3)
(446,831,6)
(943,919,2)
(326,313,2)
(610,244,4)
(92,742,7)
(648,24,4)
(309,152,2)
(847,263,7)
(139,284,1)
(219,834,7)
(530,345,4)
(833,859,3)
(69,364,3)
(26,707,7)
(576,397,3)
(280,224,2)
(957,553,3)
(915,186,3)
(261,150,2)
(828,744,2)
(382,469,2)
(582,822,6)
(945,707,6)
(385,430,2)
(302,983,3)
(277,798,6)
(406,359,2)
(487,151,4)
(95,731,7)
(455,695,6)
(963,634,3)
(570,668,3)
(653,457,3)
(520,742,5)
(165,651,3)
(754,237,7)
(483,650,2)
(586,861,5)
(765,206,7)
(530,900,3)
(632,426,3)
(199,238,1)
(763,900,6)
(821,682,6)
(378,50,4)
(720,378,6)
(478,284,4)
(232,992,3)
(657,840,5)
(636,165,4)
(946,542,3)
(821,533,6)
(427,150,3)
(372,226,4)
(767,477,6)
(856,880,2)
(345,276,2)
(461,754,5)
(196,791,7)
(759,47,7)
(90,164,2)
(507,703,5)
(243,131,2)
(583,629,2)
(601,482,2)
(343,153,2)
(852,984,6)
(887,773,3)
(106,13,2)
(182,145,2)
(654,817,6)
(890,423,4)
(569,874,5)
(402,112,4)
(678,440,3)
(972,125,3)
(708,313,6)
(375,287,4)
(741,819,2)
(868,697,2)
(563,40,3)
(417,25,4)
(438,600,2)
(563,739,5)
(135,684,4)
(234,442,4)
(727,635,6)
(589,475,2)
(612,744,6)
(330,140,2)
(946,495,3)
(487,993,3)
(399,943,3)
(884,193,6)
(134,632,4)
(729,967,5)
(826,720,2)
(93,110,2)
(894,649,5)
(853,422,6)
(436,174,4)
(928,205,3)
(385,713,5)
(410,818,6)
(952,819,5)
(11,130,2)
(82,8,2)
(53,399,3)
(521,28,4)
(440,463,2)
(725,214,7)
(247,75,2)
(832,983,6)
(838,106,7)
(929,559,3)
(712,861,3)
(682,391,2)
(724,211,7)
(634,144,4)
(924,300,3)
(561,560,1)
(766,249,7)
(643,215,4)
(410,625,3)
(114,223,2)
(783,13,7)
(825,925,5)
(238,728,7)
(748,722,2)
(781,815,1)
(834,498,6)
(618,242,4)
(547,374,2)
(910,693,6)
(65,925,3)
(692,517,6)
(914,519,3)
(984,298,3)
(901,10,3)
(502,24,4)
(539,10,4)
(99,72,2)
(702,870,3)
(878,907,5)
(654,490,3)
(730,235,7)
(312,723,7)
(527,822,5)
(338,125,2)
(898,734,6)
(506,867,5)
(21,696,7)
(610,636,2)
(883,279,6)
(207,854,7)
(200,983,3)
(284,308,2)
(244,585,4)
(277,603,4)
(463,524,1)
(467,643,3)
(728,65,7)
(272,905,3)
(147,896,3)
(976,126,3)
(201,903,3)
(251,574,4)
(645,884,4)
(904,377,3)
(977,261,3)
(391,964,3)
(59,107,2)
(753,694,2)
(213,905,3)
(792,840,2)
(141,676,4)
(167,856,6)
(46,321,2)
(596,436,2)
(842,665,6)
(162,554,4)
(524,72,4)
(196,649,3)
(392,339,4)
(896,343,3)
(634,897,3)
(68,874,6)
(83,738,7)
(663,643,2)
(243,541,4)
(111,421,4)
(279,873,6)
(938,311,3)
(687,237,7)
(226,770,7)
(916,115,3)
(666,39,4)
(362,812,6)
(920,724,6)
(323,437,4)
(959,287,3)
(254,123,2)
(5,508,4)
(964,417,3)
(312,555,4)
(243,859,6)
(161,673,4)
(935,584,3)
(972,336,3)
(413,301,4)
(124,973,3)
(844,699,2)
(363,934,2)
(24,0,1)
(25,62,2)
(142,255,2)
(288,909,3)
(599,596,2)
(591,992,3)
(723,313,7)
(529,773,6)
(913,270,3)
(653,164,4)
(394,714,6)
(615,476,3)
(289,94,2)
(780,457,6)
(868,432,5)
(70,500,4)
(8,211,2)
(586,656,2)
(559,187,4)
(451,708,4)
(728,170,7)
(585,221,4)
(465,457,2)
(837,752,2)
(467,45,4)
(441,359,2)
(472,49,4)
(279,253,2)
(742,164,7)
(273,260,2)
(101,848,7)
(740,574,6)
(442,861,5)
(132,407,4)
(833,249,7)
(645,156,4)
(437,337,4)
(861,131,6)
(614,520,2)
(653,306,4)
(489,364,2)
(438,300,4)
(549,862,4)
(41,795,7)
(427,605,2)
(290,50,2)
(804,878,1)
(642,211,4)
(264,784,7)
(9,979,3)
(109,4,2)
(950,886,5)
(115,814,7)
(390,940,3)
(345,852,7)
(60,55,2)
(444,974,3)
(841,803,2)
(565,273,4)
(293,135,2)
(526,437,2)
(13,901,3)
(118,27,2)
(312,365,4)
(111,8,2)
(714,587,6)
(642,966,3)
(990,931,2)
(874,944,5)
(732,563,5)
(761,129,7)
(525,457,2)
(84,956,3)
(583,722,6)
(851,601,6)
(776,763,2)
(26,425,4)
(429,246,4)
(624,88,4)
(260,955,3)
(58,430,3)
(586,436,2)
(973,317,3)
(344,840,6)
(588,944,3)
(668,782,6)
(543,690,6)
(183,599,4)
(181,419,4)
(488,535,2)
(730,189,6)
(329,900,3)
(728,574,6)
(506,689,6)
(143,273,2)
(381,889,5)
(258,133,2)
(668,399,3)
(553,646,2)
(74,243,2)
(599,925,3)
(911,17,3)
(338,100,2)
(972,482,3)
(264,258,2)
(0,934,2)
(112,978,3)
(287,312,2)
(112,152,2)
(358,646,3)
(182,442,4)
(325,546,4)
(611,645,2)
(645,262,4)
(978,213,3)
(595,547,3)
(892,627,5)
(575,518,3)
(852,936,6)
(363,479,2)
(281,442,4)
(389,787,6)
(704,523,6)
(111,632,4)
(294,389,3)
(52,680,4)
(900,309,3)
(89,624,4)
(729,479,5)
(143,922,3)
(751,766,2)
(62,568,4)
(188,850,7)
(650,849,6)
(796,765,2)
(512,470,2)
(310,126,2)
(83,90,2)
(926,731,6)
(302,902,3)
(705,999,6)
(876,705,3)
(695,328,7)
(317,174,2)
(192,867,6)
(189,368,4)
(404,303,4)
(837,715,2)
(268,80,2)
(562,260,4)
(828,482,5)
(861,31,6)
(972,665,3)
(162,966,3)
(338,480,4)
(317,851,7)
(426,551,2)
(926,772,5)
(654,23,4)
(939,703,5)
(313,196,2)
(89,104,2)
(297,656,4)
(905,655,3)
(545,222,4)
(203,31,2)
(108,38,2)
(145,125,2)
(787,988,6)
(407,550,2)
(354,301,4)
(333,323,2)
(412,190,4)
(549,483,2)
(935,871,5)
(762,446,6)
(475,130,3)
(973,235,3)
(556,92,4)
(672,713,5)
(939,458,3)
(447,272,4)
(88,305,2)
(252,926,3)
(845,497,5)
(202,539,3)
(791,241,7)
(642,491,3)
(149,477,4)
(146,363,3)
(270,994,3)
(610,273,4)
(155,29,2)
(225,754,7)
(343,971,3)
(212,708,6)
(104,694,7)
(139,294,2)
(690,116,7)
(399,355,2)
(825,165,6)
(29,913,3)
(376,447,2)
(967,408,3)
(408,822,6)
(369,647,3)
(903,427,3)
(402,572,2)
(367,59,4)
(694,291,7)
(560,254,4)
(540,316,4)
(98,712,7)
(335,369,4)
(107,124,2)
(556,189,4)
(181,826,7)
(215,980,3)
(199,573,4)
(426,702,6)
(80,425,3)
(280,227,2)
(982,701,6)
(744,132,7)
(954,829,6)
(370,104,4)
(275,311,2)
(584,606,2)
(359,638,3)
(280,819,6)
(799,367,6)
(587,656,2)
(775,965,6)
(402,234,4)
(61,652,4)
(350,774,5)
(219,943,3)
(267,662,4)
(642,371,3)
(693,124,7)
(563,203,3)
(114,430,4)
(864,689,3)
(719,741,2)
(575,214,4)
(321,769,6)
(215,479,4)
(667,464,3)
(228,462,4)
(178,31,2)
(548,990,3)
(234,746,7)
(217,310,2)
(797,62,7)
(934,411,3)
(204,742,7)
(348,976,2)
(341,186,1)
(32,947,3)
(555,106,4)
(404,600,3)
(324,903,3)
(338,599,4)
(72,371,4)
(662,966,3)
(161,317,2)
(283,828,6)
(187,912,3)
(714,306,7)
(995,903,2)
(628,717,6)
(989,636,3)
(831,361,6)
(56,727,7)
(242,806,7)
(276,509,4)
(841,138,7)
(324,437,4)
(161,754,7)
(801,948,6)
(747,973,5)
(370,318,4)
(551,755,6)
(249,820,7)
(416,992,3)
(855,774,2)
(351,278,3)
(606,219,3)
(678,991,3)
(878,597,5)
(837,644,6)
(2,646,4)
(903,898,2)
(319,352,4)
(748,903,6)
(174,938,3)
(464,112,3)
(13,470,4)
(372,962,3)
(284,19,2)
(994,115,3)
(120,966,3)
(845,787,2)
(478,861,5)
(408,911,3)
(631,156,4)
(787,674,6)
(434,550,2)
(648,830,5)
(959,530,3)
(756,808,2)
(3,188,1)
(724,355,6)
(487,684,3)
(7,77,2)
(475,894,4)
(738,277,7)
(853,507,6)
(447,823,5)
(18,257,2)
(803,413,5)
(37,314,2)
(592,871,5)
(146,478,4)
(365,201,4)
(250,580,3)
(956,857,4)
(376,236,3)
(396,560,2)
(168,265,2)
(397,354,1)
(504,551,2)
(718,454,6)
(415,120,4)
(840,432,5)
(815,884,3)
(754,724,1)
(155,820,7)
(238,754,7)
(839,614,6)
(972,172,3)
(496,141,4)
(747,944,5)
(490,745,5)
(866,742,3)
(285,831,7)
(878,701,3)
(369,140,4)
(858,584,5)
(527,444,2)
(161,447,4)
(160,274,2)
(808,617,6)
(269,666,4)
(413,839,6)
(654,487,3)
(653,844,6)
(239,397,4)
(165,861,6)
(628,623,2)
(572,485,2)
(114,725,7)
(869,858,2)
(104,814,7)
(871,715,3)
(887,136,6)
(963,582,3)
(297,989,3)
(529,269,4)
(396,710,6)
(644,0,3)
(587,748,6)
(525,458,2)
(546,498,2)
(347,154,2)
(483,772,4)
(197,393,3)
(559,85,4)
(361,858,5)
(85,248,2)
(390,892,5)
(63,743,7)
(91,645,4)
(924,371,3)
(212,67,1)
(669,120,4)
(448,7,4)
(20,453,4)
(466,502,2)
(668,92,4)
(687,702,2)
(664,970,3)
(345,772,6)
(941,507,3)
(309,435,4)
(445,554,2)
(903,796,6)
(212,178,2)
(126,375,4)
(987,751,6)
(351,822,6)
(409,604,2)
(386,700,6)
(118,634,4)
(919,34,3)
(413,378,2)
(449,504,1)
(32,287,2)
(401,402,2)
(317,922,3)
(992,543,3)
(191,158,2)
(233,904,3)
(720,977,6)
(308,681,4)
(843,245,7)
(381,738,6)
(502,723,6)
(65,999,3)
(359,60,4)
(300,313,2)
(757,236,7)
(191,458,4)
(985,492,3)
(688,378,6)
(710,934,6)
(432,517,2)
(491,430,2)
(893,380,5)
(218,564,3)
(535,11,4)
(934,683,3)
(904,674,3)
(851,195,7)
(710,419,5)
(40,854,7)
(78,773,7)
(746,806,2)
(389,510,2)
(673,110,4)
(452,763,6)
(735,315,7)
(412,191,4)
(674,324,4)
(358,221,4)
